PartnerID,NationalIDNumber,LoginID,OrganizationLevel,FirstName,MiddleName,LastName,Suffix,JobTitle,BonusMonth,WeekOffDay,PhoneNumber,PhoneNumberType,EmailAddress,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,PAN,UIDAI,SSN,CountryRegionName,BirthDate,Age,MaritalStatus,Gender,HireDate,RetirementYear,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,ProefficientLanguage,LicenseNumber,PassportNumber,BonusMonth_1,Ethenicity,PercentageLeaveLeft,QuarterVaccationHours,FullName,BloodGroup,Department,BirthDate1,WeekOffDay1,PAN1,UIDAI1,LicenseNumber1,PassportNumber1
431.0,521265716,adventure-works\pilar0,3,Pilar,G,Ackerman,,Shipping and Receiving Supervisor,January,Monday,577-555-0185,Work,pilar0@adventure-works.com,435@ 0 Min ()ute Dr.$$,,Seattle,Washington,98104,KPJPQ6641R,4.99E+11,55?335MK8112,United States,9/9/1972,50,S,M,1/2/2009,9/9/2032,TRUE,93,66,True,{01BCCE22-D63A-4C3F-9BA8-D3D5A4C3BD52},6/30/2014 0:00,P &olish,AP45-200057315634,,June,Portuguese,90,6.87,Rob 17Watt,A-,sales,1/4/1991,Monday,MRZFU0871K,4718 7188 2819,AP45 19562435673,
432.0,586486572,adventure-works\susan0,4,Susan,W,Eaton,,Stocker,February,Tuesday,943-555-0196,Work,susan0@adventure-works.com,15 sh^559 Worth32 %%% Cft.,,Renton,Washington,98055,GDABP9486I,3950 0000 0000,É434044961,United States,2/17/1978,44,S,F,12/7/2008,2/17/2038,FALSE,97,68,True,{923ECFD6-E202-429A-9141-6CB183531439},6/30/2014 0:00,C #hine $SE,UP78 20205132456,V67 16378,August,Black,36,12.5,Pe46 ter Parker,B-,IT,6/25/1989,Tuesday,OPEHH4192O,5177 5394 4789,UP78 20205132456,V67 16378
433.0,337752649,adventure-works\vamsi0,4,Vamsi,N,Kuppa,,Shipping and Receiving Clerk,March,Wednesday,937-555-0137,Work,vamsi0@adventure-works.com,2145 Bir *(chwo ()od D@#r,,Bothell,Washington,98011,LFPCH2965C,8.99E+11,"653 MKO32 ""{}843",United States,3/18/1977,45,M,M,12/7/2008,3/18/2037,FALSE,95,67,True,{A8838AB2-99DE-415C-8675-D82EBF1C4752},6/30/2014 0:00,J a panes e,AP45 19562435678,L1264786,September,White,78,2.5,B obM5arley,AB+,marketing,2/15/1989,Wednesday,OPEHH4192O,3811 0238 6944,AP45 19562435678,L1264786
434.0,420776180,adventure-works\kim0,4,Kim,T,Ralls,,Stocker,April,Thursday,309-555-0129,Work,kim0@adventure-works.com,13 6 ^%78 Lak &eview Blv {}d.,,Bothell,Washington,98011,SATTK8335I,9770 0000 0000,)#@ 76}{ dk0397017,United States,4/30/1984,38,S,F,12/26/2008,4/30/2044,FALSE,98,69,True,{6150F197-7923-40D4-84F2-936207D468AB},6/30/2014 0:00,e Ng (lish,AP45 19562435678,K7552750,october,Asian,34,6.87,Step45hen Hawking,AB-,tech,1/8/1989,Thursday,SATTK8335I,3750 8430 7653,AP45 19562435678,K7552750
435.0,584205124,adventure-works\matthias0,4,Matthias,T,Berndt,,Shipping and Receiving Clerk,May,Friday,139-555-0120,Cell,matthias0@adventure-works.com,17 435 Bre &*ck Cour &#t,,Renton,Washington,98055,NBKGE0582E,7050 0000 0000,"12 )24<> 24? ""dy5254",United States,11/11/1973,49,M,M,1/20/2009,11/11/2033,FALSE,94,67,True,{54ED63DC-C62C-4CC7-89C2-015DF49C49A5},6/30/2014 0:00,A F r&ican,FG78 19994625451,P9046283,November,German,67,12.5,Ma noj263 Bajpayee,O+,management,4/15/1989,Friday,NBKGE0582E,4755 8766 9949,FG78 19994625451,P9046283
436.0,652779496,adventure-works\jimmy0,4,Jimmy,T,Bischoff,,Stocker,June,Saturday,927-555-0168,Cell,jimmy0@adventure-works.com,5678 B^&%@ el Ai>< r Dr.,,Renton,Washington,98055,WHDLJ5834E,7820 0000 0000,8 :ajjda^54160893,United States,5/4/1985,fifty one,M,M,2/26/2009,5/4/2045,FALSE,96,68,True,{96442787-9520-4955-A457-38AFDDB6FF13},6/30/2014 0:00,P &olish,AP45-200057315634,A1045613,December,African,76,2.5,Al 4exandra C90lave,A+,operations,5/31/1991,Saturday,WHDLJ5834E,9833 8327 6975,AP45 19562435673,A1045613
437.0,750905084,adventure-works\david4,3,David,P,Hamilton,,Production Supervisor - WC40,July,Sunday,986-555-0177,Cell,david4@adventure-works.com,7056 L^a%^ ur &?~! el,,Kenmore,Washington,98028,ISRPX5052D,3440 0000 0000,"48039""""""""Pnck0519",United States,7/2/1983,39,S,M,1/3/2009,7/2/2043,FALSE,73,56,True,{516538E8-115B-44F4-AA7B-E6C1D9F8ADFC},6/30/2014 0:00,C #hine $SE,UP78 20205132456,B1846294,March,Thai,36,21.5,P 78riya Nutan,A+,sales,6/15/1989,Sunday,MRZFU0871K,6321 8481 2058,UP78 20205132456,B1846294
438.0,384162788,adventure-works\paul0,4,Paul,B,Komosinski,,Production Technician - WC40,August,Monday,147-555-0160,Work,paul0@adventure-works.com,483 Sa nt #@a Mar (ia,,Bellevue,Washington,98004,NOBCG7622V,6830 0000 0000,hsdzcbvb 755284526,United States,11/13/1980,42,S,M,12/4/2008,11/13/2040,FALSE,68,54,True,{0217049E-1566-42B6-8027-41B751E2B00B},6/30/2014 0:00,J a panes e,AP45 19562435679,V67 16379,Feburary,Polish,31,4.8,Rob 17Watt,B+,IT,1/4/1991,Monday,NOBCG7622V,5485 5000 8000,AP45 19562435679,V67 16379
439.0,502058701,adventure-works\gary0,4,Gary,W,Yukish,,Production Technician - WC40,September,Tuesday,901-555-0125,Cell,gary0@adventure-works.com,5678 B^&%@ el Ai>< r Dr.,,Edmonds,Washington,98020,IJTTX4808C,3440 0000 0000,41 ^^^^djdsbjvz2070717,United States,5/16/1988,fifty one,S,M,12/22/2008,5/16/2048,FALSE,69,54,True,{A03D6052-1F85-4EBE-AAC9-B67CFDCD91A6},6/30/2014 0:00,Sp anish,FG78 19994625451,L1264787,March,Albanian,41,2.5,Pe46 ter Parker,A-,marketing,6/25/1989,Tuesday,IJTTX4808C,3066 2940 6413,FG78 19994625451,L1264787
440.0,578953538,adventure-works\rob1,4,Rob,T,Caron,,Production Technician - WC40,October,Wednesday,238-555-0116,Work,rob1@adventure-works.com,7056 L^a%^ ur &?~! el,,Monroe,Washington,98272,HCCGZ0174P,9100 0000 0000,59 1***)dja25621009878,United States,8/4/1973,49,S,M,2/13/2009,8/4/2033,FALSE,71,55,True,{54FDA597-6822-42B4-B128-63ECA03071F2},6/30/2014 0:00,Engli sh$,AP45-200057315635,K7552751,april,Uzbek,49,5.67,B obM5arley,B-,tech,2/15/1989,Wednesday,OPEHH4192O,7322 8440 2681,AP45 19562435673,K7552751
441.0,273260055,adventure-works\baris0,4,Baris,F,Cetinok,,Production Technician - WC40,November,Thursday,164-555-0114,Work,baris0@adventure-works.com,483 Sa nt #@a Mar (ia,,Seattle,Washington,98104,AWBFH0855D,7820 0000 0000,PPP)(51125621009886,United States,10/7/1990,32,S,M,2/15/2009,10/7/2050,FALSE,72,56,True,{232D68BF-DF58-48F9-9235-53BD4B009B4B},6/30/2014 0:00,Hi nDi! *,UP78 20205132456,P9046284,May,IndoAryan,12,6.87,Step45hen Hawking,AB+,management,1/8/1989,Thursday,AGPCB3705U,3425 0653 1151,UP78 20205132456,P9046284
442.0,1300049,adventure-works\nicole0,4,Nicole,B,Holliday,,Production Technician - WC40,December,Friday,508-555-0129,Cell,nicole0@adventure-works.com,15 sh^559 Worth32 %%% Cft.,# 207,Seattle,Washington,98104,BADCM0193J,8190 0000 0000,51125629 ____dusjf009878,United States,4/9/1986,36,M,F,2/22/2009,4/9/2046,FALSE,67,53,True,{15671E3B-016F-41FD-840B-5A9F7D776D9A},6/30/2014 0:00,Po l@iSH,AP45 19562435678,A1045613,June,Portuguese,3,12.5,B obM5arley,AB-,operations,4/15/1989,Friday,BADCM0193J,3968 4957 8725,AP45 19562435678,A1045613
443.0,830150469,adventure-works\michael1,4,Michael,L,Rothkugel,,Production Technician - WC40,January,Saturday,454-555-0119,Work,michael1@adventure-works.com,2145 Bir *(chwo ()od D@#r,,Edmonds,Washington,98020,KVBCX0303W,2.69E+11,"59 """"""""125621009878",United States,1/4/1991,31,S,M,1/10/2009,1/4/2051,FALSE,70,55,True,{416BF905-7D6C-4692-8FD6-40F6C4F9ECC4},6/30/2014 0:00,Ru $$sssian,AP45 19562435678,B1846294,July,Black,45,2.5,Step45hen Hawking,O+,sales,6/25/1989,Saturday,KVBCX0303W,8587 9139 2785,AP45 19562435678,B1846294
444.0,45615666,adventure-works\eric0,3,Eric,,Gubbels,,Production Supervisor - WC20,February,Sunday,260-555-0119,Cell,eric0@adventure-works.com,13 6 ^%78 Lak &eview Blv {}d.,,Edmonds,Washington,98020,HNPFW2337S,6830 0000 0000,5112++++^^^ajm5621009886,United States,1/19/1985,fifty one,M,M,1/14/2009,1/19/2045,FALSE,40,40,True,{2ABCF39B-88D7-49FA-820A-83D223322BA5},6/30/2014 0:00,e Ng (lish,FG78 19994625451,V67 16379,June,White,6,21.5,Ma noj263 Bajpayee,A+,IT,3/28/1989,Sunday,OPEHH4192O,9502 1517 6995,FG78 19994625451,V67 16379
445.0,964089218,adventure-works\ivo0,4,Ivo,William,Salmre,,Production Technician - WC20,March,Monday,115-555-0179,Work,ivo0@adventure-works.com,17 435 Bre &*ck Cour &#t,,Monroe,Washington,98272,WBXTW7604H,6830 0000 0000,PO ()380984586,United States,1/3/1982,40,M,M,12/4/2008,1/3/2042,FALSE,9,24,True,{D83A26F3-7EA7-477B-A5BB-7EAADFC13A09},6/30/2014 0:00,A F r&ican,AP45-200057315635,L1264787,August,Asian,78,4.8,Al 4exandra C90lave,A+,marketing,2/5/1989,Monday,WBXTW7604H,9826 6359 8852,AP45 19562435673,L1264787
446.0,701156975,adventure-works\sylvester0,4,Sylvester,A,Valdez,,Production Technician - WC20,April,Tuesday,492-555-0174,Cell,sylvester0@adventure-works.com,435@ 0 Min ()ute Dr.$$,Unit A,Bellevue,Washington,98004,CQNBT9019R,4920 0000 0000,143 ???64 9870,United States,11/12/1970,52,M,M,12/11/2009,11/12/2030,FALSE,4,22,True,{D9C43D08-3882-4E5C-BDF0-F6BD7004CD04},6/30/2014 0:00,Sp anish,UP78 20205132456,B1846294,September,German,90,2.5,Rob 17Watt,B+,tech,5/31/1991,Tuesday,MRZFU0871K,3052 7875 6145,UP78 20205132456,B1846294
447.0,63761469,adventure-works\anibal0,4,Anibal,T,Sousa,,Production Technician - WC20,May,Wednesday,106-555-0120,Work,anibal0@adventure-works.com,16 sh^559 Worth32 %%% Cft.,,Redmond,Washington,98052,DQNPA7873J,4250 0000 0000,55?335MK8113,United States,9/5/1974,48,S,F,2/23/2009,9/5/2034,FALSE,8,24,True,{BC18A829-F0CE-4EAF-9785-2D84C86F925A},6/30/2014 0:00,Engli sh$,AP45 19562435673,V67 16379,october,African,36,5.67,Pe46 ter Parker,A-,management,6/15/1989,Wednesday,MRZFU0871K,3076 6146 3849,AP45 19562435673,V67 16379
448.0,25011600,adventure-works\samantha0,4,Samantha,H,Smith,,Production Technician - WC20,June,Thursday,587-555-0114,Cell,samantha0@adventure-works.com,2146 Bir *(chwo ()od D@#r,,Bellevue,Washington,98004,LFCTN1446P,8190 0000 0000,É434044962,United States,11/22/1987,fifty one,M,F,2/4/2009,11/22/2047,FALSE,7,23,True,{1629EDDD-D0AE-4CB9-A59C-3A175F7027E5},6/30/2014 0:00,Hi nDi! *,FG78 19994625451,L1264787,November,Thai,78,6.87,B obM5arley,B-,operations,1/4/1991,Thursday,OPEHH4192O,4718 7188 2819,FG78 19994625451,L1264787
449.0,113393530,adventure-works\hung-fu0,4,Hung-Fu,T,Ting,,Production Technician - WC20,July,Friday,497-555-0181,Cell,hung-fu0@adventure-works.com,14 6 ^%78 Lak &eview Blv {}d.,,Sammamish,Washington,98074,NQTBK7795K,8.91E+11,"654 MKO32 ""{}843",United States,10/23/1971,51,S,M,1/6/2010,10/23/2031,FALSE,0,20,True,{065D8D5F-9504-4FFE-98DC-E69677F19F15},6/30/2014 0:00,Po l@iSH,AP45-200057315636,K7552751,December,Polish,34,12.5,Step45hen Hawking,AB+,sales,6/25/1989,Friday,MRZFU0871K,5177 5394 4789,AP45 19562435673,K7552751
450.0,339233463,adventure-works\prasanna0,4,Prasanna,E,SamarawickManisha,,Production Technician - WC20,August,Saturday,129-555-0199,Cell,prasanna0@adventure-works.com,18 435 Bre &*ck Cour &#t,,Redmond,Washington,98052,HVKAM7161C,1.60E+11,)#@ 76}{ dk0397018,United States,4/30/1953,69,M,M,1/22/2010,4/30/2013,FALSE,5,22,True,{72ED240A-0FD8-4423-8A49-9078BA6BCF6C},6/30/2014 0:00,Ru $$sssian,UP78 20205132456,P9046284,April,Albanian,67,2.5,Ma noj263 Bajpayee,AB-,IT,2/15/1989,Saturday,HVKAM7161C,3811 0238 6944,UP78 20205132456,P9046284
451.0,872923042,adventure-works\min0,4,Min,G,Su,,Production Technician - WC20,September,Sunday,590-555-0152,Work,min0@adventure-works.com,5679 B^&%@ el Ai>< r Dr.,,Bellevue,Washington,98004,PWZBS9387T,1.63E+11,"13 )24<> 24? ""dy5254",United States,9/10/1974,48,M,M,1/24/2010,9/10/2034,FALSE,1,20,True,{CC75C35D-1566-43FA-B2E9-D1E508EFDCD1},6/30/2014 0:00,e Ng (lish,AP45 19562435678,A1045614,Feburary,Uzbek,76,6.87,Al 4exandra C90lave,O+,marketing,1/8/1989,Sunday,OPEHH4192O,3750 8430 7653,AP45 19562435678,A1045614
452.0,163347032,adventure-works\olinda0,4,Olinda,C,Turner,,Production Technician - WC20,October,Monday,306-555-0186,Cell,olinda0@adventure-works.com,7057 L^a%^ ur &?~! el,,Bellevue,Washington,98004,AGPCB3705U,3.80E+11,9 :ajjda^54160893,United States,4/4/1970,52,S,F,3/4/2010,4/4/2030,FALSE,3,21,True,{6456CEC3-9B1E-4EBC-9FD8-732B93363F65},6/30/2014 0:00,A F r&ican,AP45 19562435678,B1846295,March,IndoAryan,36,12.5,P 78riya Nutan,A+,tech,4/15/1989,Monday,OPEHH4192O,4755 8766 9949,AP45 19562435678,B1846295
453.0,56772045,adventure-works\krishna0,4,Krishna,,Sunkammurali,,Production Technician - WC20,November,Tuesday,491-555-0183,Cell,krishna0@adventure-works.com,484 Sa nt #@a Mar (ia,,Edmonds,Washington,98020,VANGI7545E,9770 0000 0000,"48039""""""""Pnck0520",United States,9/5/1971,51,S,M,2/13/2010,9/5/2031,FALSE,2,21,True,{42A506A5-0AC0-4148-B702-BB7B804EF98C},6/30/2014 0:00,P &olish,FG78 19994625451,V67 16380,april,Portuguese,31,2.5,Rob 17Watt,A+,management,6/25/1989,Tuesday,VANGI7545E,9833 8327 6975,FG78 19994625451,V67 16380
454.0,886023130,adventure-works\paul1,4,Paul,R,Singh,,Production Technician - WC20,December,Wednesday,727-555-0112,Cell,paul1@adventure-works.com,5679 B^&%@ el Ai>< r Dr.,,Bellevue,Washington,98004,UTUHL1470G,1.42E+11,hsdzcbvb 755284527,United States,11/4/1990,32,M,M,1/17/2009,11/4/2050,FALSE,6,23,True,{DC5BA622-B860-41EE-AF92-5FEB4779B589},6/30/2014 0:00,C #hine $SE,AP45-200057315636,L1264788,May,Black,41,21.5,Pe46 ter Parker,B+,operations,3/28/1989,Wednesday,UTUHL1470G,6321 8481 2058,AP45 19562435673,L1264788
455.0,386315192,adventure-works\cynthia0,3,Cynthia,S,Randall,,Production Supervisor - WC30,January,Thursday,352-555-0138,Cell,cynthia0@adventure-works.com,7057 L^a%^ ur &?~! el,,Kenmore,Washington,98028,LPRLY2520G,6.96E+11,42 ^^^^djdsbjvz2070717,United States,8/18/1981,41,S,F,1/27/2009,8/18/2041,FALSE,69,54,True,{F9E1DC46-0D03-4A8A-B693-1A964BC13E6C},6/30/2014 0:00,J a panes e,UP78 20205132456,K7552752,June,White,49,4.8,B obM5arley,A-,sales,6/25/1989,Thursday,MRZFU0871K,5485 5000 8000,UP78 20205132456,K7552752
456.0,160739235,adventure-works\jianshuo0,4,Jian Shuo,,Wang,,Production Technician - WC30,February,Friday,952-555-0178,Cell,jianshuo0@adventure-works.com,484 Sa nt #@a Mar (ia,,Monroe,Washington,98272,CFUTL2818U,6130 0000 0000,60 1***)dja25621009878,United States,6/25/1989,33,S,M,12/7/2008,6/25/2049,FALSE,36,38,True,{6FFF136A-9664-4EB9-9243-FAC76E21B9DD},6/30/2014 0:00,e Ng (lish,AP45 19562435674,P9046285,July,Asian,12,2.5,Step45hen Hawking,B-,IT,3/28/1989,Friday,CFUTL2818U,3066 2940 6413,AP45 19562435674,P9046285
457.0,604664374,adventure-works\sandra0,4,Sandra,,Reátegui Alayo,,Production Technician - WC30,March,Saturday,896-555-0168,Work,sandra0@adventure-works.com,16 sh^559 Worth32 %%% Cft.,,Seattle,Washington,98104,YEJAG9353Q,8190 0000 0000,PPP)(51125621009887,United States,11/5/1975,47,M,F,12/26/2008,11/5/2035,FALSE,37,38,True,{F69F3FF9-E1E0-4419-A6BF-F705E1556160},6/30/2014 0:00,A F r&ican,FG78 19994625451,A1045614,June,German,3,5.67,B obM5arley,AB+,marketing,2/5/1989,Saturday,MRZFU0871K,7322 8440 2681,FG78 19994625451,A1045614
458.0,733022683,adventure-works\jason0,4,Jason,M,Watters,,Production Technician - WC30,April,Sunday,571-555-0179,Work,jason0@adventure-works.com,2146 Bir *(chwo ()od D@#r,,Bellevue,Washington,98004,SABJQ6895V,2.77E+11,51125630 ____dusjf009878,United States,12/7/1988,,S,M,1/14/2009,12/7/2048,FALSE,38,39,True,{C16C501D-942D-4EB0-B5C4-EF8119FBEBA2},6/30/2014 0:00,P &olish,AP45-200057315637,B1846295,August,African,45,6.87,Step45hen Hawking,AB-,tech,5/31/1991,Sunday,MRZFU0871K,3425 0653 1151,AP45 19562435673,B1846295
459.0,764853868,adventure-works\andy0,4,Andy,M,Ruth,,Production Technician - WC30,May,Monday,118-555-0110,Cell,andy0@adventure-works.com,14 6 ^%78 Lak &eview Blv {}d.,,Bellevue,Washington,98004,QEHPG3612A,3950 0000 0000,"60 """"""""125621009878",United States,10/20/1983,39,M,M,1/31/2009,10/20/2043,FALSE,39,39,True,{615A6BFE-3046-4037-9764-238535F725BE},6/30/2014 0:00,C #hine $SE,UP78 20205132456,V67 16380,September,Thai,6,12.5,Ma noj263 Bajpayee,O+,management,6/15/1989,Monday,MRZFU0871K,3968 4957 8725,UP78 20205132456,V67 16380
460.0,878395493,adventure-works\michael5,4,Michael,T,Vanderhyde,,Production Technician - WC30,June,Tuesday,296-555-0121,Cell,michael5@adventure-works.com,18 435 Bre &*ck Cour &#t,,Edmonds,Washington,98020,LQQLI8065C,8190 0000 0000,5112++++^^^ajm5621009887,United States,9/18/1982,40,M,M,2/26/2009,9/18/2042,FALSE,35,37,True,{2B0876D4-8996-4E71-A613-BE2E98E7ACCF},6/30/2014 0:00,J a panes e,AP45 19562435678,L1264788,october,Polish,78,2.5,Al 4exandra C90lave,A+,operations,1/4/1991,Tuesday,MRZFU0871K,8587 9139 2785,AP45 19562435678,L1264788
461.0,993310268,adventure-works\rostislav0,4,Rostislav,E,Shabalin,,Production Technician - WC30,July,Wednesday,751-555-0134,Cell,rostislav0@adventure-works.com,435@ 0 Min ()ute Dr.$$,,Bellevue,Washington,98004,DKBFI9506L,4.64E+11,561832491,United States,9/13/1977,45,M,M,2/19/2009,9/13/2037,FALSE,40,40,True,{00027A8C-C2F8-4A31-ABA8-8A203638B8F1},6/30/2014 0:00,e Ng (lish,AP45 19562435678,B1846295,November,Albanian,90,21.5,Ashley Chase,A+,sales,6/25/1989,Wednesday,DKBFI9506L,9502 1517 6995,AP45 19562435678,B1846295
462.0,319472946,adventure-works\yuhong0,3,Yuhong,L,Li,,Production Supervisor - WC20,August,Thursday,965-555-0155,Cell,yuhong0@adventure-works.com,17 sh^559 Worth32 %%% Cft.,,Seattle,Washington,98104,AFPLH2619Y,8190 0000 0000,810111295,United States,4/6/1977,45,M,M,2/1/2009,4/6/2037,FALSE,41,40,True,{F1A684F4-02DB-4B22-8977-6D8D3A21100E},6/30/2014 0:00,A F r&ican,FG78 19994625451,V67 16380,December,Uzbek,36,4.8,Charlie Almond,B+,IT,2/15/1989,Thursday,OPEHH4192O,9826 6359 8852,FG78 19994625451,V67 16380
463.0,568596888,adventure-works\hanying0,4,Hanying,P,Feng,,Production Technician - WC20,September,Friday,319-555-0139,Work,hanying0@adventure-works.com,2147 Bir *(chwo ()od D@#r,,Redmond,Washington,98052,RABBV9445R,9770 0000 0000,121995803,United States,10/16/1974,48,S,M,12/16/2008,10/16/2034,FALSE,15,27,True,{618B71BC-6E8C-492D-8862-B9EFB7A4E06A},6/30/2014 0:00,P &olish,AP45-200057315637,L1264788,May,IndoAryan,78,2.5,Drake Babe,A-,marketing,1/8/1989,Friday,MRZFU0871K,3052 7875 6145,AP45 19562435673,L1264788
464.0,97728960,adventure-works\raymond0,4,Raymond,K,Sam,,Production Technician - WC20,October,Saturday,226-555-0197,Work,raymond0@adventure-works.com,15 6 ^%78 Lak &eview Blv {}d.,,Edmonds,Washington,98020,OQFLS1069B,4920 0000 0000,284100531,United States,3/2/1967,55,M,M,12/23/2008,3/2/2027,FALSE,10,25,True,{9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5},6/30/2014 0:00,C #hine $SE,UP78 20205132456,K7552752,Feburary,Portuguese,34,5.67,Brown Man,B-,tech,4/15/1989,Saturday,MRZFU0871K,3076 6146 3849,UP78 20205132456,K7552752
465.0,212801092,adventure-works\fadi0,4,Fadi,K,Fakhouri,,Production Technician - WC20,November,Sunday,935-555-0116,Work,fadi0@adventure-works.com,19 435 Bre &*ck Cour &#t,,Snohomish,Washington,98296,ERIPC1171E,2.36E+11,730022474,United States,2/15/1989,33,S,M,1/4/2009,2/15/2049,FALSE,16,28,True,{9923376F-26D0-4845-9D99-CC3D696CAEB8},6/30/2014 0:00,J a panes e,AP45 19562435674,P9046285,March,Black,67,6.87,Philip Anders,AB+,management,1/8/1989,Sunday,MRZFU0871K,4718 7188 2819,AP45 19562435674,P9046285
466.0,322160340,adventure-works\lane0,4,Lane,M,Sacksteder,,Production Technician - WC20,December,Monday,200-555-0117,Cell,lane0@adventure-works.com,5680 B^&%@ el Ai>< r Dr.,# 2,Seattle,Washington,98104,WSZFC4585W,,479230357,United States,9/23/1974,48,M,M,1/11/2009,9/23/2034,FALSE,11,25,True,{042427B8-3883-4A87-A6A3-724EE1690F49},6/30/2014 0:00,Sp anish,FG78 19994625451,A1045615,april,White,76,12.5,Michal John,AB-,operations,4/15/1989,Monday,WSZFC4585W,5177 5394 4789,FG78 19994625451,A1045615
467.0,812797414,adventure-works\linda1,4,Linda,A,Randall,,Production Technician - WC20,January,Tuesday,696-555-0157,Work,linda1@adventure-works.com,7058 L^a%^ ur &?~! el,,Seattle,Washington,98104,QJGCN8376S,6830 0000 0000,190328418,United States,10/5/1977,45,S,F,2/3/2009,10/5/2037,FALSE,12,26,True,{F963F913-449E-4EBB-BFDA-FC0C3010DB65},6/30/2014 0:00,Engli sh$,AP45-200057315638,B1846296,May,Asian,36,2.5,JohnnyWalker,O+,sales,6/25/1989,Tuesday,MRZFU0871K,3811 0238 6944,AP45 19562435673,B1846296
468.0,300946911,adventure-works\shelley0,4,Shelley,N,Dyck,,Production Technician - WC20,February,Wednesday,991-555-0184,Cell,shelley0@adventure-works.com,485 Sa nt #@a Mar (ia,,Monroe,Washington,98272,JFYTV3906X,4.99E+11,225580997,United States,12/8/1986,36,S,F,3/7/2009,12/8/2046,FALSE,14,27,True,{13942056-2930-4490-83CE-AF2386D5A5E7},6/30/2014 0:00,Hi nDi! *,UP78 20205132456,V67 16381,June,German,31,6.87,Stuart Little,A+,IT,11/10/1989,Wednesday,JFYTV3906X,3750 8430 7653,UP78 20205132456,V67 16381
469.0,404159499,adventure-works\terrence0,4,Terrence,W,Earls,,Production Technician - WC20,March,Thursday,110-555-0115,Work,terrence0@adventure-works.com,5680 B^&%@ el Ai>< r Dr.,,Bellevue,Washington,98004,EXCPB1503P,7820 0000 0000,61410520,United States,12/8/1984,38,S,M,2/16/2009,12/8/2044,FALSE,13,26,True,{4DA76442-5EEF-41FB-AE19-16C55714F9AD},6/30/2014 0:00,Po l@iSH,AP45 19562435678,L1264789,July,African,41,12.5,James Bond,A+,marketing,3/28/1989,Thursday,OPEHH4192O,4755 8766 9949,AP45 19562435678,L1264789
470.0,712885347,adventure-works\jeff0,3,Jeff,V,Hay,,Production Supervisor - WC45,April,Friday,350-555-0167,Cell,jeff0@adventure-works.com,7058 L^a%^ ur &?~! el,,Everett,Washington,98201,RNMAZ4119E,7050 0000 0000,598759465,United States,1/15/1977,45,M,M,1/21/2009,1/15/2037,FALSE,74,57,True,{7C7D459E-1F49-427D-9BD5-DE31880C85DC},6/30/2014 0:00,Ru $$sssian,AP45 19562435678,K7552753,June,Thai,49,2.5,Ashley Chase,B+,tech,2/5/1989,Friday,MRZFU0871K,9833 8327 6975,AP45 19562435678,K7552753
471.0,275962311,adventure-works\kirk0,4,Kirk,J,Koenigsbauer,,Production Technician - WC45,May,Saturday,669-555-0150,Work,kirk0@adventure-works.com,485 Sa nt #@a Mar (ia,,Seattle,Washington,98104,VZEJA4128C,2.17E+11,508951445,United States,2/6/1985,fifty one,S,M,12/15/2008,2/6/2045,FALSE,74,57,True,{08D25BAA-167B-499C-8B51-31DCC856A8CF},6/30/2014 0:00,e Ng (lish,FG78 19994625451,P9046286,August,Polish,12,21.5,Charlie Almond,A-,management,5/31/1991,Saturday,VZEJA4128C,6321 8481 2058,FG78 19994625451,P9046286
472.0,514829225,adventure-works\laura0,4,Laura,C,Steele,,Production Technician - WC45,June,Sunday,777-555-0141,Work,laura0@adventure-works.com,17 sh^559 Worth32 %%% Cft.,,Duvall,Washington,98019,PMJAF1791G,3.76E+11,363333448,United States,12/25/1980,42,S,F,1/3/2009,12/25/2040,FALSE,75,57,True,{FCCD65BA-2702-4409-AE56-75AF1710AC78},6/30/2014 0:00,A F r&ican,AP45-200057315638,A1045615,September,Albanian,3,4.8,Drake Babe,B-,operations,6/15/1989,Sunday,OPEHH4192O,5485 5000 8000,AP45 19562435673,A1045615
473.0,377784364,adventure-works\alex0,4,Alex,M,Nayberg,,Production Technician - WC45,July,Monday,819-555-0198,Work,alex0@adventure-works.com,2147 Bir *(chwo ()od D@#r,,Newport Hills,Washington,98006,ZTVJH3846D,3.57E+11,637333100,United States,4/13/1990,32,M,M,2/8/2009,4/13/2050,FALSE,77,58,True,{B96BC9C2-5A25-4A9B-887A-C7C10E47B80C},6/30/2014 0:00,Sp anish,UP78 20205132456,B1846296,october,Uzbek,45,2.5,Brown Man,AB+,sales,1/4/1991,Monday,ZTVJH3846D,3066 2940 6413,UP78 20205132456,B1846296
474.0,65848458,adventure-works\andrew1,4,Andrew,M,Cencini,,Production Technician - WC45,August,Tuesday,207-555-0192,Cell,andrew1@adventure-works.com,15 6 ^%78 Lak &eview Blv {}d.,,Sammamish,Washington,98074,XQWCV6640R,5030 0000 0000,20967118,United States,9/24/1988,fifty one,S,M,3/6/2009,9/24/2048,FALSE,73,56,True,{A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A},6/30/2014 0:00,Engli sh$,AP45 19562435674,V67 16381,November,IndoAryan,6,5.67,Philip Anders,AB-,IT,6/25/1989,Tuesday,MRZFU0871K,7322 8440 2681,AP45 19562435674,V67 16381
