Unnamed: 0,GeographyKey,CustomerPassword,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Gender,Suffix,Mobile,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,City,StateProvinceName,CountryRegion,ZipCode,EnglishEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,ProductColour,CountryCode,Review,CreditCardNumber,Description,ReferralIP,ReferralURL,Memberships,Memberships1,Address1,ProductColour1,HouseOwnerFlag1,Mobile1,BirthDate1,MaritalStatus1,BirthDate2,id,Phone No,is_valid
11535,543,,AW00011535,,Destiny,,Nelson,0,12/31/1963,m,Male,,9991492761.0,devin32@adventure-works.com,60000,4,0,Gold Bar,Washington,Ukraine,98251,Graduate Degree,Skilled Manual,Obrero especializado,Technicien,1,0,2569WebsterDrive,,256-555-0111,9/2/2011,0-1 Miles,magenta,43,soft,2645 9705 2572 6523,Dimension:9x5x36,203 20 0 249,https://www.easymoney.in,,5.0,6853 Seagull Court,black,1.0,9990038049.0,12/31/1963,M,2/5/1975,536.0,2528449836,True
11536,322,,AW00011536,,Lauren,J,Chow,0,4/13/1969,m,Male,,9990382549.0,logan25@adventure-works.com,60000,4,0,Sammamish,Washington,Australia,98074,Graduate Degree,Skilled Manual,Obrero especializado,Technicien,1,0,6024Lacanda,,545-555-0121,9/24/2011,1-2 Miles,blue,994,satisfied,4151 5189 7661 5780,delivered from: Arunachal Pradesh,204 20 0 244,https://www.gozoom.com,,5.0,8903 Weatherly Drive,green,1.0,9994462464.0,4/13/1969,M,2/1/1975,537.0,2528449836,True
11537,310,,AW00011537,,Destiny,,Ross,0,9/21/1963,m,Male,,9992983911.0,dakota3@adventure-works.com,60000,4,0,Index,Washington,Indonasia,98256,Graduate Degree,Skilled Manual,Obrero especializado,Technicien,1,0,1024WalnutBlvd,,186-555-0170,9/21/2011,0-1 Miles,black,1-242,good quality,2505 8797 6809 7817,delivered from: Uttar Pradesh,204 20 0 245,https://www.lombard.com,,5.0,6924 Holiday Hills,pink,1.0,9992979511.0,9/21/1963,M,2/2/1975,538.0,2528449836,True
11538,352,,AW00011538,,Nathan,B,Taylor,0,2/24/1965,s,Female,,9992640972.0,nicole9@adventure-works.com,60000,4,0,Sammamish,Washington,China,98074,Graduate Degree,Skilled Manual,Obrero especializado,Technicien,0,0,112KathleenDrive,,217-555-0170,9/16/2011,0-1 Miles,green,973,nice,2340 5813 3090 1499,delivered from: Mumbai,204 20 0 246,https://www.hndk.com,,5.0,8382 Mori Court,blue,0.0,9994222275.0,2/24/1965,S,2/3/1975,539.0,2528449836,True
11539,311,,AW00011539,,Jonathan,,Washington,0,8/18/1970,m,Male,,9994535925.0,justin10@adventure-works.com,60000,4,0,Sammamish,Washington,Japan,98074,Graduate Degree,Skilled Manual,Obrero especializado,Technicien,1,0,6092Chestnut,,701-555-0175,9/23/2011,1-2 Miles,yellow,880,best,5011 5782 2753 7331,delivered from: Afghanistan,204 20 0 247,https://www.amazon.com,,5.0,9478 Mariposa Ct.,blue,1.0,9990205578.0,8/18/1970,M,2/4/1975,540.0,2528449836,True
11540,312,,AW00011540,,Alejandro,C,Navarro,0,1/24/1970,s,Female,,9992295294.0,alberto11@adventure-works.com,60000,4,0,Bothell,,Malaysia,98011,Graduate Degree,Skilled Manual,Obrero especializado,Technicien,1,0,7615BuenaVista,,535-555-0131,9/13/2011,1-2 Miles,orange,93,happiest,4393 8882 7213 4173,Dimensions:7x6x37,204 20 0 248,https://www.flipkart.com,,5.0,6854 Seagull Court,black,1.0,9994972213.0,1/24/1970,S,2/5/1975,541.0,2528449836,True
11541,547,,AW00011541,,Alejandro,D,Ross,0,10/9/1964,s,Female,,9996978595.0,aidan4@adventure-works.com,60000,4,0,Renton,Washington,Argentina,98055,Graduate Degree,Skilled Manual,Obrero especializado,Technicien,0,0,2209SequoiaDrive,,154-555-0143,9/12/2011,0-1 Miles,lime,355,good,2268 4245 4151 4172,Dimensions: 90x3x90,204 20 0 249,https://www.access.com,,5.0,8904 Weatherly Drive,green,0.0,9995783751.0,10/9/1964,S,2/1/1975,542.0,2528449836,True
11542,278,,AW00011542,,Alejandro,L,Tang,0,9/7/1979,s,Female,,9997295309.0,alejandro30@adventure-works.com,20000,1,1,Bellevue,Washington,Norway,98004,Partial College,Manual,Obrero,Ouvrier,0,0,5545ClemsonCourt,,1 (11) 500 555-0124,5/11/2013,0-1 Miles,red,213,likeable,2682 7051 2973 1031,made in India,205 20 0 244,https://www.easymoney.in,,5.0,6925 Holiday Hills,pink,0.0,9992257376.0,9/7/1979,S,2/2/1975,543.0,2528449836,True
11543,201,,AW00011543,,Shannon,,Chande,0,8/16/1973,m,Male,,9995851459.0,sheena13@adventure-works.com,20000,1,1,Bellevue,Washington,Germany,98004,Partial College,Manual,Obrero,Ouvrier,1,1,9ruedesVendangeurs,,1 (11) 500 555-0178,12/21/2013,2-5 Miles,pink,1-684,happy,4683 7588 7755 4134,made in China,205 20 0 245,https://www.gozoom.com,,5.0,8383 Mori Court,blue,1.0,9998579107.0,8/16/1973,M,2/3/1975,544.0,2528449836,True
11544,127,,AW00011544,,Jonathan,A,Garcia,0,5/4/1979,m,Male,,9991969844.0,joel14@adventure-works.com,30000,1,0,Bellevue,Washington,France,98004,Bachelors,Clerical,Administrativo,Employé,1,0,,,1 (11) 500 555-0159,8/28/2013,1-2 Miles,orange,376,comfortable,2676 7995 2602 0286,made in Africa,205 20 0 246,https://www.lombard.com,,5.0,9479 Mariposa Ct.,blue,1.0,9994415146.0,5/4/1979,M,2/4/1975,545.0,2528449836,True
11545,200,,AW00011545,,Ruben,,Dominguez,0,9/22/1973,m,Male,,9998313396.0,reginald20@adventure-works.com,30000,1,0,Renton,Washington,Pakistan,98055,Bachelors,Clerical,Administrativo,Employé,1,0,88rueGeorgesClmenceau,,1 (11) 500 555-0137,7/13/2013,0-1 Miles,blue,244,soft,4084 9745 5032 3615,made in Russia,205 20 0 247,https://www.hndk.com,,5.0,6854 Seagull Court,black,1.0,9990038049.0,9/22/1973,M,2/5/1975,546.0,2528449836,True
11546,189,,AW00011546,,Christy,,Chande,0,9/11/1973,m,Male,,9994815277.0,christine10@adventure-works.com,30000,1,1,Renton,Washington,Afghanistan,98055,Bachelors,Clerical,Administrativo,Employé,1,0,522bisruedesPeupliers,,1 (11) 500 555-0179,12/2/2012,2-5 Miles,brown,1-264,satisfied,4577 9705 4983 3015,made in Kuwait,205 20 0 248,https://www.amazon.com,,5.0,8904 Weatherly Drive,green,1.0,9994462464.0,9/11/1973,M,2/1/1975,547.0,2528449836,True
11547,201,,AW00011547,,Christy,E,Sai,0,3/5/1979,m,Male,,9991232895.0,cindy6@adventure-works.com,40000,0,0,Bellevue,Washington,Mayanmar,98004,Graduate Degree,Clerical,Administrativo,Employé,1,0,88alledesPrinces,,1 (11) 500 555-0111,12/25/2012,0-1 Miles,cyan,672,good quality,4999 5570 0415 5495,,205 20 0 249,https://www.flipkart.com,,5.0,6925 Holiday Hills,pink,1.0,9992979511.0,3/5/1979,M,2/2/1975,548.0,2528449836,True
11548,230,,AW00011548,,Ruben,,Sanchez,0,4/11/1974,s,Female,,9997491547.0,raymond21@adventure-works.com,40000,0,0,Redmond,Washington,Singapore,98052,Graduate Degree,Clerical,Administrativo,Employé,1,0,2381TupeloDrive,,1 (11) 500 555-0160,12/2/2011,0-1 Miles,magenta,1-264,nice,2646 9705 2572 6523,,206 20 0 244,https://www.access.com,,5.0,8383 Mori Court,blue,1.0,9994222275.0,4/11/1974,S,2/3/1975,549.0,2528449836,True
11549,257,,AW00011549,,Christy,J,Liang,0,9/3/1979,m,Male,,9999457168.0,crystal17@adventure-works.com,40000,0,0,Redmond,Washington,United States,98052,Bachelors,Clerical,Administrativo,Employé,1,0,5077BannockCt,,1 (11) 500 555-0120,12/21/2011,0-1 Miles,blue,672,best,4152 5189 7661 5780,,206 20 0 245,https://www.easymoney.in,,5.0,9479 Mariposa Ct.,blue,1.0,9990205578.0,9/3/1979,M,2/4/1975,550.0,2528449836,True
11550,263,,AW00011550,,Destiny,,Torres,0,8/5/1979,s,Female,,9990116691.0,deb4@adventure-works.com,40000,0,0,Bellevue,Washington,India,98004,Bachelors,Clerical,Administrativo,Employé,1,0,7553HarneCircle,,1 (11) 500 555-0125,1/20/2012,0-1 Miles,black,1-268,happiest,2506 8797 6809 7817,,206 20 0 246,https://www.gozoom.com,,5.0,6854 Seagull Court,black,1.0,9994972213.0,8/5/1979,S,2/5/1975,551.0,2528449836,True
11551,215,,AW00011551,,Shannon,,Alvarez,0,5/21/1978,s,Female,,9996805824.0,shannon26@adventure-works.com,10000,3,3,Newport Hills,Washington,Bangladesh,98006,High School,Manual,Obrero,Ouvrier,1,1,268avenuedelEurope,,1 (11) 500 555-0159,3/1/2013,0-1 Miles,green,54,good,2341 5813 3090 1499,,206 20 0 247,https://www.lombard.com,,5.0,8904 Weatherly Drive,green,1.0,9995783751.0,5/21/1978,S,2/1/1975,552.0,2528449836,True
11552,135,,AW00011552,,Eugene,L,Rubio,0,11/23/1972,s,Female,,9992182342.0,eddie21@adventure-works.com,20000,1,1,Redmond,Washington,Poland,98052,Partial College,Manual,Obrero,Ouvrier,0,1,Heiderplatz662,,1 (11) 500 555-0159,1/6/2014,1-2 Miles,yellow,374,likeable,5012 5782 2753 7331,delivered from: Afghanistan,206 20 0 248,https://www.hndk.com,,5.0,6925 Holiday Hills,pink,0.0,9992257376.0,11/23/1972,S,2/2/1975,553.0,2528449836,True
11553,266,,AW00011553,,Shannon,D,Luo,0,3/8/1973,m,Male,,9999156882.0,sharon12@adventure-works.com,20000,1,1,Issaquah,Washington,Qatar,98027,Partial College,Manual,Obrero,Ouvrier,1,1,6804ColdwaterDrive,,1 (11) 500 555-0118,8/22/2013,2-5 Miles,orange,297,happy,4394 8882 7213 4173,Dimensions:7x6x38,206 20 0 249,https://www.amazon.com,,5.0,8383 Mori Court,blue,1.0,9998579107.0,3/8/1973,M,2/3/1975,554.0,2528449836,True
11554,224,,AW00011554,,Shannon,,Simmons,0,3/27/1932,s,Female,,9999282929.0,sydney37@adventure-works.com,10000,4,0,Issaquah,Washington,Belarus,98027,High School,Manual,Obrero,Ouvrier,1,2,88avenuedelUnionCentrale,,1 (11) 500 555-0198,5/8/2013,0-1 Miles,lime,61,comfortable,2269 4245 4151 4172,Dimensions: 90x3x91,207 20 0 244,https://www.flipkart.com,,5.0,9479 Mariposa Ct.,blue,1.0,9994415146.0,3/27/1932,S,2/4/1975,555.0,2528449836,True
11555,237,,AW00011555,,Alejandro,R,Henderson,0,7/4/1937,m,Male,,9998200912.0,alexandria5@adventure-works.com,40000,1,0,Issaquah,Washington,Zimbabwe,98027,Bachelors,Clerical,Administrativo,Employé,1,0,11ruedelaCavalerie,,1 (11) 500 555-0182,5/8/2013,0-1 Miles,red,43,soft,2683 7051 2973 1031,made in India,207 20 0 245,https://www.access.com,,5.0,6854 Seagull Court,black,1.0,9990038049.0,7/4/1937,M,2/5/1975,556.0,2528449836,True
11556,271,,AW00011556,,Lauren,J,Evans,0,11/10/1972,m,Male,,9995049768.0,lucas10@adventure-works.com,20000,1,1,Issaquah,Washington,Russia,98027,Partial College,Manual,Obrero,Ouvrier,1,1,3663ASt,,1 (11) 500 555-0153,12/21/2013,2-5 Miles,pink,994,satisfied,4684 7588 7755 4134,made in China,207 20 0 246,https://www.easymoney.in,,5.0,8904 Weatherly Drive,green,1.0,9994462464.0,11/10/1972,M,2/1/1975,557.0,2528449836,True
11557,278,,AW00011557,,Felicia,,Ramos,0,7/14/1972,s,Female,,9998425429.0,felicia16@adventure-works.com,30000,1,1,Issaquah,Washington,Ukraine,98027,Bachelors,Clerical,Administrativo,Employé,0,0,9557StevenCircle,,1 (11) 500 555-0191,8/8/2013,1-2 Miles,orange,1-242,good quality,2677 7995 2602 0286,made in Africa,207 20 0 247,https://www.gozoom.com,,5.0,6925 Holiday Hills,pink,0.0,9992979511.0,7/14/1972,S,2/2/1975,558.0,2528449836,True
11558,276,,AW00011558,,Ian,E,Malhotra,0,2/18/1973,s,Female,,9991428687.0,ivan3@adventure-works.com,30000,1,1,Issaquah,Washington,Australia,98027,Bachelors,Clerical,Administrativo,Employé,0,0,5086NottinghamPlace,,1 (11) 500 555-0198,11/30/2013,0-1 Miles,blue,973,nice,4085 9745 5032 3615,made in Russia,207 20 0 248,https://www.lombard.com,,5.0,8383 Mori Court,blue,0.0,9994222275.0,2/18/1973,S,2/3/1975,559.0,2528449836,True
11559,161,,AW00011559,,Felicia,M,Subram,0,12/12/1978,s,Female,,9996830379.0,frederick12@adventure-works.com,30000,1,1,Issaquah,Washington,Indonasia,98027,Bachelors,Clerical,Administrativo,Employé,0,1,RotthuserWeg636,,1 (11) 500 555-0111,11/29/2013,0-1 Miles,brown,880,best,4578 9705 4983 3015,made in Kuwait,207 20 0 249,https://www.hndk.com,,5.0,9479 Mariposa Ct.,blue,0.0,9990205578.0,12/12/1978,S,2/4/1975,560.0,2528449836,True
11560,248,,AW00011560,,Wyatt123,,Srini,0,8/9/1978,s,Female,,9991988208.0,whitney7@adventure-works.com,30000,1,1,Bellevue,Washington,China,98004,Bachelors,Clerical,Administrativo,Employé,0,1,7341RockneDrive,,1 (11) 500 555-0115,12/3/2013,1-2 Miles,cyan,93,happiest,5000 5570 0415 5495,made in America,208 20 0 244,https://www.amazon.com,,5.0,6855 Seagull Court,black,0.0,9994972213.0,8/9/1978,S,2/5/1975,561.0,2528449836,True
11561,159,,AW00011561,,Bethany,,Dominguez,0,1/21/1972,s,Female,,9991221545.0,briana12@adventure-works.com,10000,5,5,Issaquah,Washington,Japan,98027,Partial High School,Manual,Obrero,Ouvrier,1,2,Httenstr7005,,1 (11) 500 555-0166,2/19/2012,0-1 Miles,magenta,355,good,2647 9705 2572 6523,Dimension:9x5x38,208 20 0 245,https://www.flipkart.com,,5.0,8905 Weatherly Drive,green,1.0,9995783751.0,1/21/1972,S,2/1/1975,562.0,2528449836,True
11562,158,,AW00011562,,Jonathan,,Gonzalez,0,10/17/1971,m,Male,,9995077706.0,jarrod17@adventure-works.com,20000,1,1,Issaquah,Washington,Malaysia,98027,High School,Manual,Obrero,Ouvrier,1,1,Nonnendamm22,,1 (11) 500 555-0151,6/26/2013,2-5 Miles,blue,213,likeable,4153 5189 7661 5780,delivered from: Arunachal Pradesh,208 20 0 246,https://www.access.com,,5.0,6926 Holiday Hills,pink,1.0,9992257376.0,10/17/1971,M,2/2/1975,563.0,2528449836,True
11563,247,,AW00011563,,Christy,,Srini,0,8/1/1971,s,Female,,9995918406.0,cesar7@adventure-works.com,20000,1,1,Redmond,Washington,Argentina,98052,High School,Manual,Obrero,Ouvrier,0,1,1547LarkwoodCt,,1 (11) 500 555-0189,7/5/2013,2-5 Miles,black,1-684,happy,2507 8797 6809 7817,delivered from: Uttar Pradesh,208 20 0 247,https://www.easymoney.in,,5.0,8384 Mori Court,blue,0.0,9998579107.0,8/1/1971,S,2/3/1975,564.0,2528449836,True
11564,146,,AW00011564,,Jonathan,L,Liang,0,1/9/1972,s,Female,,9991186032.0,jorge19@adventure-works.com,20000,1,1,Detroit,Michigan,Norway,48226,High School,Manual,Obrero,Ouvrier,0,2,Heiderweg4982,,1 (11) 500 555-0161,2/16/2012,0-1 Miles,green,376,comfortable,2342 5813 3090 1499,delivered from: Mumbai,208 20 0 248,https://www.gozoom.com,,5.0,9480 Mariposa Ct.,blue,0.0,9994415146.0,1/9/1972,S,2/4/1975,565.0,2528449836,True
11565,229,,AW00011565,,Eugene,S,Diaz,0,12/30/1971,s,Female,,9993863918.0,erik4@adventure-works.com,20000,2,2,Nevada,Utah,Germany,84407,High School,Manual,Obrero,Ouvrier,1,0,4408TrinityAve,,1 (11) 500 555-0157,9/8/2013,0-1 Miles,yellow,244,soft,5013 5782 2753 7331,delivered from: Afghanistan,208 20 0 249,https://www.lombard.com,,5.0,6855 Seagull Court,black,1.0,9990038049.0,12/30/1971,S,2/5/1975,566.0,2528449836,True
11566,226,,AW00011566,,Alejandro,L,Shan,0,3/1/1973,m,Male,,9991126327.0,april8@adventure-works.com,40000,0,0,Duluth,Minnesota,France,55802,Bachelors,Clerical,Administrativo,Employé,1,0,401boulevardduMontparnae,,1 (11) 500 555-0172,1/28/2013,0-1 Miles,orange,1-264,satisfied,4395 8882 7213 4173,Dimensions:7x6x39,209 20 0 244,https://www.hndk.com,,5.0,8905 Weatherly Drive,green,1.0,9994462464.0,3/1/1973,M,2/1/1975,567.0,2528449836,True
11567,165,,AW00011567,,Christy,,Perez,0,9/19/1978,m,Male,,9997734743.0,carla24@adventure-works.com,40000,0,0,Calgary,Alberta,Pakistan,T2P 2G8,Bachelors,Clerical,Administrativo,Employé,1,0,,,1 (11) 500 555-0146,3/15/2013,0-1 Miles,lime,672,good quality,2270 4245 4151 4172,Dimensions: 90x3x92,209 20 0 245,https://www.amazon.com,,5.0,6926 Holiday Hills,pink,1.0,9992979511.0,9/19/1978,M,2/2/1975,568.0,2528449836,True
11568,236,,AW00011568,,Alejandro,,Foster,0,4/21/1972,s,Female,,9995069270.0,alexia13@adventure-works.com,20000,2,2,Memphis,Tennessee,Afghanistan,38103,High School,Manual,Obrero,Ouvrier,1,0,7246GloriaTerr,,1 (11) 500 555-0182,1/10/2012,0-1 Miles,red,1-264,nice,2684 7051 2973 1031,made in India,209 20 0 246,https://www.flipkart.com,,5.0,8384 Mori Court,blue,1.0,9994222275.0,4/21/1972,S,2/3/1975,569.0,2528449836,True
11569,274,,AW00011569,,Theresa,,Malhotra,0,5/6/1977,m,Male,,9994301598.0,troy5@adventure-works.com,30000,1,1,Portland,Oregon,Mayanmar,97205,Bachelors,Clerical,Administrativo,Employé,1,1,1629QueensRoad,,1 (11) 500 555-0125,11/20/2013,2-5 Miles,,672,best,4685 7588 7755 4134,made in China,209 20 0 247,https://www.access.com,,5.0,9480 Mariposa Ct.,blue,1.0,9990205578.0,5/6/1977,M,2/4/1975,570.0,2528449836,True
11570,124,,AW00011570,,Kari,K,Andersen,0,7/22/1971,m,Male,,9992872893.0,kristin14@adventure-works.com,30000,1,1,San Francisco,California,Singapore,94109,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,2,Zimmerstr137,,1 (11) 500 555-0199,3/25/2012,0-1 Miles,orange,1-268,happiest,2678 7995 2602 0286,made in Africa,209 20 0 248,https://www.easymoney.in,,5.0,6855 Seagull Court,black,1.0,9994972213.0,7/22/1971,M,2/5/1975,571.0,2528449836,True
11571,183,,AW00011571,,Jonathan,,Sai,0,11/15/1971,m,Male,,9991342132.0,joel5@adventure-works.com,30000,1,1,Ottawa,Ontario,United States,K4B 1T7,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,2,99rueduPuitsDixme,,1 (11) 500 555-0144,12/12/2012,0-1 Miles,blue,54,good,4086 9745 5032 3615,made in Russia,209 20 0 249,https://www.gozoom.com,,5.0,8905 Weatherly Drive,green,1.0,9995783751.0,11/15/1971,M,2/1/1975,572.0,2528449836,True
11572,186,,AW00011572,,Bethany,,Moreno,0,3/11/1977,m,Male,,9991551901.0,billy8@adventure-works.com,30000,1,1,Bellevue,,India,98004,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,2,8733rueBaeduRocher,,1 (11) 500 555-0165,12/9/2012,0-1 Miles,brown,374,likeable,4579 9705 4983 3015,made in Kuwait,210 20 0 244,https://www.lombard.com,,5.0,6926 Holiday Hills,pink,1.0,9992257376.0,3/11/1977,M,2/2/1975,573.0,2528449836,True
11573,276,,AW00011573,,Marco,W,Subram,0,11/11/1976,s,Female,,9993505435.0,meagan13@adventure-works.com,20000,2,2,Cambridge,Massachusetts,Bangladesh,2139,High School,Manual,Obrero,Ouvrier,1,1,7469ParadiseCt,,1 (11) 500 555-0144,7/27/2013,0-1 Miles,cyan,297,happy,5001 5570 0415 5495,made in America,210 20 0 245,https://www.hndk.com,,5.0,8384 Mori Court,blue,1.0,9998579107.0,11/11/1976,S,2/3/1975,574.0,2528449836,True
11574,274,,AW00011574,,Kari,V,Luo,0,1/14/1971,s,Female,,9998563767.0,karla6@adventure-works.com,20000,2,2,Bothell,Washington,Poland,98011,High School,Manual,Obrero,Ouvrier,1,1,7390DiscoveryBay,,1 (11) 500 555-0139,3/15/2013,0-1 Miles,magenta,61,comfortable,2648 9705 2572 6523,Dimension:9x5x39,210 20 0 246,https://www.amazon.com,,5.0,9480 Mariposa Ct.,blue,1.0,9994415146.0,1/14/1971,S,2/4/1975,575.0,2528449836,True
11575,243,,AW00011575,,Jonathan,,Campbell,0,10/19/1970,s,Female,,9997091973.0,jackson37@adventure-works.com,20000,2,2,Melbourne,Victoria,Qatar,3000,High School,Manual,Obrero,Ouvrier,1,2,2109MtWashington,,1 (11) 500 555-0182,1/20/2012,0-1 Miles,blue,43,soft,4154 5189 7661 5780,delivered from: Arunachal Pradesh,210 20 0 247,https://www.flipkart.com,,5.0,6855 Seagull Court,black,1.0,9990038049.0,10/19/1970,S,2/5/1975,576.0,2528449836,True
11576,185,,AW00011576,,Marco,V,Zhu,0,8/10/1970,m,Male,,9999364789.0,micah1@adventure-works.com,30000,1,1,Renton,Washington,Belarus,98055,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,2,68avenuedelUnionCentrale,,1 (11) 500 555-0185,12/15/2012,0-1 Miles,black,994,satisfied,2508 8797 6809 7817,delivered from: Uttar Pradesh,210 20 0 248,https://www.access.com,,5.0,8905 Weatherly Drive,green,1.0,9994462464.0,8/10/1970,M,2/1/1975,577.0,2528449836,True
11577,194,,AW00011577,,Jonathan,,Serrano,0,4/21/1971,m,Male,,9996450318.0,janet22@adventure-works.com,30000,1,1,Berlin,Hamburg,Zimbabwe,14111,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,2,6788EdwardAve,,1 (11) 500 555-0135,12/21/2012,0-1 Miles,green,1-242,good quality,2343 5813 3090 1499,delivered from: Mumbai,210 20 0 249,https://www.easymoney.in,,5.0,6926 Holiday Hills,pink,1.0,9992979511.0,4/21/1971,M,2/2/1975,578.0,2528449836,True
11578,222,,AW00011578,,Theresa,,Huang,0,5/8/1970,s,Female,,9993439889.0,trisha0@adventure-works.com,10000,3,2,Cambridge,England,Russia,BA5 3HX,Partial High School,Manual,Obrero,Ouvrier,1,2,33placedelaRpublique,,1 (11) 500 555-0128,11/29/2012,0-1 Miles,yellow,973,nice,5014 5782 2753 7331,delivered from: Afghanistan,211 20 0 244,https://www.gozoom.com,,5.0,8384 Mori Court,blue,1.0,9994222275.0,5/8/1970,S,2/3/1975,579.0,2528449836,True
11579,272,,AW00011579,,Christy,,Beck,0,2/13/1981,s,Female,,9990089003.0,clayton38@adventure-works.com,20000,3,3,Bordeaux,Gironde,Ukraine,33000,High School,Manual,Obrero,Ouvrier,1,1,3626NRanchfordCourt,,1 (11) 500 555-0184,7/31/2013,0-1 Miles,orange,880,best,4396 8882 7213 4173,Dimensions:7x6x40,211 20 0 245,https://www.lombard.com,,5.0,9480 Mariposa Ct.,blue,1.0,9990205578.0,2/13/1981,S,2/4/1975,580.0,2528449836,True
11580,230,,AW00011580,,Marco,,Raje,0,3/12/1939,m,Male,,9995799744.0,melvin12@adventure-works.com,30000,1,0,Newport Hills,Washington,Australia,98006,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,1,9113FlamingoDr,,1 (11) 500 555-0167,4/16/2013,2-5 Miles,lime,93,happiest,2271 4245 4151 4172,Dimensions: 90x3x93,211 20 0 246,https://www.hndk.com,,5.0,6856 Seagull Court,black,1.0,9994972213.0,3/12/1939,M,2/5/1975,581.0,2528449836,True
11581,193,,AW00011581,,Christy,,Jordan,0,3/3/1972,m,Male,,9999425589.0,cindy2@adventure-works.com,40000,0,0,Renton,Washington,Indonasia,98055,Bachelors,Professional,Profesional,Cadre,1,0,987ruedelaCentenaire,,1 (11) 500 555-0161,2/11/2013,0-1 Miles,red,355,good,2685 7051 2973 1031,made in India,211 20 0 247,https://www.amazon.com,,5.0,8906 Weatherly Drive,green,1.0,9995783751.0,3/3/1972,M,2/1/1975,582.0,2528449836,True
11582,222,,AW00011582,,Christy,E,Ma,0,4/9/1974,s,Female,,9996363544.0,claudia14@adventure-works.com,30000,2,2,Redmond,Washington,China,98052,Partial College,Clerical,Administrativo,Employé,1,0,222ruedeCambrai,,1 (11) 500 555-0167,12/7/2012,0-1 Miles,pink,213,likeable,4686 7588 7755 4134,made in China,211 20 0 248,https://www.flipkart.com,,5.0,6927 Holiday Hills,pink,1.0,9992257376.0,4/9/1974,S,2/2/1975,583.0,2528449836,True
11583,207,,AW00011583,,Kari,M,Xu,0,3/26/1971,s,Female,,9999894578.0,karla5@adventure-works.com,30000,2,2,Minneapolis,Minnesota,Japan,55402,Partial College,Clerical,Administrativo,Employé,1,0,79ruedelaComdie,,1 (11) 500 555-0160,12/21/2012,0-1 Miles,orange,1-684,happy,2679 7995 2602 0286,made in Africa,211 20 0 249,https://www.access.com,,5.0,8385 Mori Court,blue,1.0,9998579107.0,3/26/1971,S,2/3/1975,584.0,2528449836,True
11584,171,,AW00011584,,Destiny,J,Carter,0,5/22/1971,m,Male,,9990332165.0,devin33@adventure-works.com,40000,1,0,Bellevue,Washington,Malaysia,98004,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,0,Buergermeisterulrichstr5,,1 (11) 500 555-0183,9/16/2013,0-1 Miles,blue,376,comfortable,4087 9745 5032 3615,made in Russia,212 20 0 244,https://www.easymoney.in,,5.0,9481 Mariposa Ct.,blue,1.0,9994415146.0,5/22/1971,M,2/4/1975,585.0,2528449836,True
11585,231,,AW00011585,,Kari,L,Perez,0,3/4/1976,m,Male,,9993741070.0,kari21@adventure-works.com,40000,1,0,Renton,Washington,Argentina,98055,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,0,6124ClaytonRoad,,1 (11) 500 555-0192,1/10/2014,0-1 Miles,brown,244,soft,4580 9705 4983 3015,made in Kuwait,212 20 0 245,https://www.gozoom.com,,5.0,6856 Seagull Court,black,1.0,9990038049.0,3/4/1976,M,2/5/1975,586.0,2528449836,True
11586,278,,AW00011586,,Alejandro,,Romero,0,6/14/1971,m,Male,,9990763182.0,alberto10@adventure-works.com,40000,1,0,Kenmore,Washington,Norway,98028,Bachelors,Skilled Manual,Obrero especializado,Technicien,1,0,2348Fruitwood,,1 (11) 500 555-0133,10/28/2013,0-1 Miles,cyan,1-264,satisfied,5002 5570 0415 5495,made in America,212 20 0 246,https://www.lombard.com,,5.0,8906 Weatherly Drive,green,1.0,9994462464.0,6/14/1971,M,2/1/1975,587.0,2528449836,True
11587,184,,AW00011587,,Kari,,Bryant,0,10/18/1975,s,Female,,9997849480.0,kevin20@adventure-works.com,30000,2,2,Everett,,Germany,98201,Partial College,Clerical,Administrativo,Employé,1,2,21rueduPuitsDixme,,1 (11) 500 555-0186,11/29/2012,0-1 Miles,magenta,672,good quality,2649 9705 2572 6523,Dimension:9x5x40,212 20 0 247,https://www.hndk.com,,5.0,6927 Holiday Hills,pink,1.0,9992979511.0,10/18/1975,S,2/2/1975,588.0,2528449836,True
11588,223,,AW00011588,,Christy,,Mehta,0,1/11/1970,m,Male,,9994275140.0,candace14@adventure-works.com,30000,2,2,Bellevue,Washington,France,98004,Partial College,Clerical,Administrativo,Employé,0,2,24rueRoyale,,1 (11) 500 555-0112,11/29/2012,0-1 Miles,blue,1-264,nice,4155 5189 7661 5780,delivered from: Arunachal Pradesh,212 20 0 248,https://www.amazon.com,,5.0,8385 Mori Court,Purple,0.0,9994222275.0,1/11/1970,M,2/3/1975,589.0,2528449836,True
